order_id,customer_id,order_date,order_status,last_order_status_update,payment_type,payment_currency_code,payment_transaction_id,email,shipping_method,shipping_destination,shipping_street_address,shipping_city,shipping_state,shipping_zip,billing_street_address,billing_city,billing_state,billing_zip,store_id,plan_id,store_address,store_city,store_state,store_zip,last_modified,_change_request_type,order_total,payment_amount
175,92929688,2025-08-30 02:08:41,placed,2025-08-30 02:08:41,credit,USD,175,ingmar.marie@emailsim.io,overnight,store,7 Tennyson Park,Houston,DE,77206,5759 Commerce Street,Wilmington,DE,19892,5,,7 Tennyson Park,Houston,TX,77206,2025-08-30 02:08:41,u,8799.92,8799.92
176,57308791,2025-08-20 01:18:18,cancelled,2025-08-21 04:18:18,credit,USD,176,sancho.zipsell@emailsim.io,standard,home,4923 Broad Street,Dayton,OH,45419,4923 Broad Street,Dayton,OH,45419,1,,29 Milwaukee Place,Albany,NY,12227,2025-08-21 04:18:18,u,7599.9,7599.9
177,57308791,2025-07-06 07:30:05,shipped,2025-07-07 16:30:05,credit,USD,177,trescha.eversley@emailsim.io,expedited,home,1195 Division Street,Jamaica,NY,11431,1195 Division Street,Jamaica,NY,11431,4,,35901 Anniversary Parkway,Tulsa,OK,74116,2025-07-07 16:30:05,u,9599.92,9599.92
178,57308791,2025-10-28 02:05:18,picked up,2025-10-28 05:05:18,credit,USD,178,basilius.herety@emailsim.io,,,10675 Broad Street,Palm Bay,FL,32909,10675 Broad Street,Palm Bay,FL,32909,2,,475 Center Place,Atlanta,GA,30301,2025-10-28 05:05:18,u,2899.97,2899.97
179,57308791,2025-07-06 20:17:29,ready for pickup,2025-07-07 19:17:29,credit,USD,179,danna.laybourne@emailsim.io,overnight,store,7 Tennyson Park,Houston,WA,77206,1239 Grove Street,Spokane,WA,99215,5,,7 Tennyson Park,Houston,TX,77206,2025-07-07 19:17:29,u,4799.95,4799.95
180,52965769,2025-10-11 14:57:32,delivered,2025-10-12 07:57:32,credit,USD,180,genia.mattiuzzi@emailsim.io,standard,home,9303 Golf Course Road,Sacramento,CA,95828,9303 Golf Course Road,Sacramento,CA,95828,1,,29 Milwaukee Place,Albany,NY,12227,2025-10-12 07:57:32,u,4899.94,4899.94
181,52965769,2025-11-24 10:44:31,shipped,2025-11-25 11:44:31,credit,USD,181,jervis.bradane@emailsim.io,overnight,store,6 Twin Pines Circle,Arlington,VA,22234,12955 Lake Drive,Richmond,VA,23289,3,,6 Twin Pines Circle,Arlington,VA,22234,2025-11-25 11:44:31,u,7399.93,7399.93
182,05623518,2025-10-26 17:20:05,ready for pickup,2025-10-27 09:20:05,credit,USD,182,kakalina.stollberger@emailsim.io,standard,home,10562 Creek Road,Des Moines,IA,50393,10562 Creek Road,Des Moines,IA,50393,4,,35901 Anniversary Parkway,Tulsa,OK,74116,2025-10-27 09:20:05,u,2199.97,2199.97
183,05623518,2025-06-30 18:17:41,delivered,2025-07-02 05:17:41,credit,USD,183,adan.fortin@emailsim.io,expedited,home,732 Catherine Street,Muskegon,MI,49444,732 Catherine Street,Muskegon,MI,49444,3,,6 Twin Pines Circle,Arlington,VA,22234,2025-07-02 05:17:41,u,8499.9,8499.9
184,05623518,2025-12-18 15:53:45,placed,2025-12-18 15:53:45,credit,USD,184,fowler.seaborne@emailsim.io,overnight,store,29 Milwaukee Place,Albany,WA,12227,14973 Elm Street,Seattle,WA,98127,1,,29 Milwaukee Place,Albany,NY,12227,2025-12-18 15:53:45,u,5999.93,5999.93
185,30710284,2025-07-06 01:42:01,picked up,2025-07-07 01:42:01,credit,USD,185,herminia.scryne@emailsim.io,,,1175 Seashore Drive,Memphis,TN,38104,1175 Seashore Drive,Memphis,TN,38104,4,,35901 Anniversary Parkway,Tulsa,OK,74116,2025-07-07 01:42:01,u,12799.89,12799.89
186,30710284,2025-09-01 23:50:18,cancelled,2025-09-03 16:50:18,credit,USD,186,ruprecht.northam@emailsim.io,expedited,home,6001 Pearl Street,Tampa,FL,33661,6001 Pearl Street,Tampa,FL,33661,5,,7 Tennyson Park,Houston,TX,77206,2025-09-03 16:50:18,u,4399.94,4399.94
187,30710284,2025-09-27 05:17:45,shipped,2025-09-28 23:17:45,credit,USD,187,georges.sabates@emailsim.io,expedited,home,8103 Colonial Drive,El Paso,TX,79950,8103 Colonial Drive,El Paso,TX,79950,1,,29 Milwaukee Place,Albany,NY,12227,2025-09-28 23:17:45,u,5999.93,5999.93
188,70572058,2025-10-11 10:02:50,placed,2025-10-11 10:02:50,gift,USD,188,clary.gillhespy@emailsim.io,overnight,store,7 Tennyson Park,Houston,TX,77206,9286 River Road,Spring,TX,77388,5,,7 Tennyson Park,Houston,TX,77206,2025-10-11 10:02:50,u,12199.91,12199.91
189,70572058,2025-07-21 08:57:00,ready for pickup,2025-07-21 09:57:00,credit,USD,189,gaby.glendenning@emailsim.io,standard,home,2450 Meadow Lane,El Paso,TX,88546,2450 Meadow Lane,El Paso,TX,88546,4,,35901 Anniversary Parkway,Tulsa,OK,74116,2025-07-21 09:57:00,u,7199.92,7199.92
190,70572058,2025-11-07 04:05:15,delivered,2025-11-07 09:05:15,debit,USD,190,wainwright.colecrough@emailsim.io,standard,store,29 Milwaukee Place,Albany,MD,12227,11516 Walnut Street,Rockville,MD,20851,1,,29 Milwaukee Place,Albany,NY,12227,2025-11-07 09:05:15,u,6999.95,6999.95
191,68078421,2025-08-29 03:23:18,picked up,2025-08-30 19:23:18,debit,USD,191,morris.dietzler@emailsim.io,,,5680 River Road,Baltimore,MD,21275,5680 River Road,Baltimore,MD,21275,1,,29 Milwaukee Place,Albany,NY,12227,2025-08-30 19:23:18,u,5699.95,5699.95
192,68078421,2025-11-12 11:19:37,cancelled,2025-11-14 07:19:37,debit,USD,192,courtnay.derr@emailsim.io,overnight,store,475 Center Place,Atlanta,TX,30301,11957 Prairie Avenue,San Antonio,TX,78210,2,,475 Center Place,Atlanta,GA,30301,2025-11-14 07:19:37,u,7399.91,7399.91
193,68078421,2025-09-02 00:29:41,placed,2025-09-02 00:29:41,gift,USD,193,lexie.silverman@emailsim.io,expedited,home,6003 Heritage Lane,Pittsburgh,PA,15215,6003 Heritage Lane,Pittsburgh,PA,15215,5,,7 Tennyson Park,Houston,TX,77206,2025-09-02 00:29:41,u,3799.97,3799.97
194,93447828,2025-10-07 06:50:34,cancelled,2025-10-08 09:50:34,credit,USD,194,adan.fortin@emailsim.io,overnight,store,7 Tennyson Park,Houston,DC,77206,8942 Buchanan Street,Washington,DC,20310,5,,7 Tennyson Park,Houston,TX,77206,2025-10-08 09:50:34,u,8199.91,8199.91
195,93447828,2025-11-08 16:18:58,shipped,2025-11-09 11:18:58,credit,USD,195,wainwright.colecrough@emailsim.io,standard,store,29 Milwaukee Place,Albany,MO,12227,11641 Center Street,Kansas City,MO,64125,1,,29 Milwaukee Place,Albany,NY,12227,2025-11-09 11:18:58,u,7299.93,7299.93
196,93447828,2025-11-03 19:29:51,picked up,2025-11-04 19:29:51,gift,USD,196,marena.victor@emailsim.io,,,11236 Coolidge Avenue,Cleveland,OH,44177,11236 Coolidge Avenue,Cleveland,OH,44177,3,,6 Twin Pines Circle,Arlington,VA,22234,2025-11-04 19:29:51,u,7099.94,7099.94
197,93447828,2025-06-28 14:57:43,ready for pickup,2025-06-30 10:57:43,credit,USD,197,caroline.borris@emailsim.io,overnight,home,554 Cherry Street,Lexington,KY,40576,554 Cherry Street,Lexington,KY,40576,4,,35901 Anniversary Parkway,Tulsa,OK,74116,2025-06-30 10:57:43,u,9399.93,9399.93
198,93447828,2025-06-29 16:47:15,delivered,2025-06-29 18:47:15,credit,USD,198,myrtice.kenlin@emailsim.io,standard,store,475 Center Place,Atlanta,TX,30301,644 Lincoln Avenue,Austin,TX,78710,2,,475 Center Place,Atlanta,GA,30301,2025-06-29 18:47:15,u,4299.96,4299.96
199,11805239,2025-11-03 16:09:02,picked up,2025-11-04 00:09:02,credit,USD,199,wainwright.colecrough@emailsim.io,,,11224 Mill Street,Houston,TX,77095,11224 Mill Street,Houston,TX,77095,4,,35901 Anniversary Parkway,Tulsa,OK,74116,2025-11-04 00:09:02,u,5899.93,5899.93
200,11805239,2025-08-03 10:14:51,cancelled,2025-08-05 03:14:51,credit,USD,200,joseito.longridge@emailsim.io,standard,store,6 Twin Pines Circle,Arlington,FL,22234,3537 Canal Street,Fort Lauderdale,FL,33305,3,,6 Twin Pines Circle,Arlington,VA,22234,2025-08-05 03:14:51,u,4399.95,4399.95
201,47889676,2025-12-11 10:16:49,shipped,2025-12-11 17:16:49,credit,USD,201,kayley.mclice@emailsim.io,expedited,home,14370 Canyon Road,North Hollywood,CA,91616,14370 Canyon Road,North Hollywood,CA,91616,2,,475 Center Place,Atlanta,GA,30301,2025-12-11 17:16:49,u,2799.97,2799.97
202,47889676,2025-08-25 11:22:44,ready for pickup,2025-08-25 20:22:44,credit,USD,202,pail.belding@emailsim.io,overnight,store,7 Tennyson Park,Houston,TX,77206,5375 El Camino Real,Houston,TX,77030,5,,7 Tennyson Park,Houston,TX,77206,2025-08-25 20:22:44,u,7499.92,7499.92
203,47889676,2025-07-17 18:45:16,delivered,2025-07-18 00:45:16,credit,USD,203,ann.marciek@emailsim.io,standard,store,35901 Anniversary Parkway,Tulsa,CA,74116,2150 Oak Street,Pasadena,CA,91186,4,,35901 Anniversary Parkway,Tulsa,OK,74116,2025-07-18 00:45:16,u,6399.94,6399.94
204,74399540,2025-10-09 19:14:23,placed,2025-10-09 19:14:23,debit,USD,204,jerry.pancost@emailsim.io,expedited,home,9152 Seashore Drive,York,PA,17405,9152 Seashore Drive,York,PA,17405,5,,7 Tennyson Park,Houston,TX,77206,2025-10-09 19:14:23,u,14299.85,14299.85
205,74399540,2025-10-24 17:13:08,ready for pickup,2025-10-26 09:13:08,credit,USD,205,si.kosiada@emailsim.io,overnight,home,10395 Front Street,Oklahoma City,OK,73157,10395 Front Street,Oklahoma City,OK,73157,3,,6 Twin Pines Circle,Arlington,VA,22234,2025-10-26 09:13:08,u,11899.86,11899.86
206,74399540,2025-09-23 20:46:39,delivered,2025-09-25 00:46:39,credit,USD,206,edouard.hargitt@emailsim.io,standard,store,29 Milwaukee Place,Albany,PA,12227,7824 Liberty Street,Scranton,PA,18505,1,,29 Milwaukee Place,Albany,NY,12227,2025-09-25 00:46:39,u,8199.94,8199.94
207,26382359,2025-07-04 07:59:58,placed,2025-07-04 07:59:58,credit,USD,207,pail.belding@emailsim.io,expedited,home,1030 Cherry Street,New Orleans,LA,70160,1030 Cherry Street,New Orleans,LA,70160,5,,7 Tennyson Park,Houston,TX,77206,2025-07-04 07:59:58,u,4999.95,4999.95
208,26382359,2025-07-28 16:28:48,cancelled,2025-07-29 02:28:48,credit,USD,208,bobbie.kemmish@emailsim.io,standard,store,35901 Anniversary Parkway,Tulsa,FL,74116,3059 Summit Avenue,Daytona Beach,FL,32118,4,,35901 Anniversary Parkway,Tulsa,OK,74116,2025-07-29 02:28:48,u,8999.92,8999.92
209,26382359,2025-11-30 21:59:13,shipped,2025-12-01 15:59:13,credit,USD,209,corabella.bernardy@emailsim.io,expedited,store,6 Twin Pines Circle,Arlington,AK,22234,13494 Pennsylvania Avenue,Fairbanks,AK,99709,3,,6 Twin Pines Circle,Arlington,VA,22234,2025-12-01 15:59:13,u,10399.9,10399.9
210,76692648,2025-10-22 01:17:05,picked up,2025-10-22 20:17:05,debit,USD,210,sayres.hutchens@emailsim.io,,,10173 Clay Street,Seattle,WA,98121,10173 Clay Street,Seattle,WA,98121,2,,475 Center Place,Atlanta,GA,30301,2025-10-22 20:17:05,u,3799.97,3799.97
211,76692648,2025-12-04 20:43:58,placed,2025-12-04 20:43:58,credit,USD,211,korey.aiston@emailsim.io,overnight,store,7 Tennyson Park,Houston,OR,77206,13823 Boulevard Drive,Portland,OR,97296,5,,7 Tennyson Park,Houston,TX,77206,2025-12-04 20:43:58,u,6999.92,6999.92
212,76692648,2025-12-18 07:10:50,cancelled,2025-12-18 23:10:50,credit,USD,212,becca.pietruszewicz@emailsim.io,standard,home,14943 Garden Street,Fort Smith,AR,72916,14943 Garden Street,Fort Smith,AR,72916,3,,6 Twin Pines Circle,Arlington,VA,22234,2025-12-18 23:10:50,u,2999.96,2999.96
213,64982803,2025-10-23 18:22:53,delivered,2025-10-23 22:22:53,debit,USD,213,glenden.hearnah@emailsim.io,expedited,home,10315 Desert Road,New York City,NY,10045,10315 Desert Road,New York City,NY,10045,1,,29 Milwaukee Place,Albany,NY,12227,2025-10-23 22:22:53,u,2799.96,2799.96
214,64982803,2025-09-02 09:52:02,shipped,2025-09-03 19:52:02,credit,USD,214,alysa.sloper@emailsim.io,standard,store,475 Center Place,Atlanta,GA,30301,6036 Countryside Lane,Atlanta,GA,30392,2,,475 Center Place,Atlanta,GA,30301,2025-09-03 19:52:02,u,2499.97,2499.97
215,64982803,2025-09-08 16:47:47,picked up,2025-09-08 20:47:47,debit,USD,215,ashil.dibdall@emailsim.io,,,6560 Duke Street,Seattle,WA,98104,6560 Duke Street,Seattle,WA,98104,5,,7 Tennyson Park,Houston,TX,77206,2025-09-08 20:47:47,u,4799.96,4799.96
216,64982803,2025-11-25 04:51:41,ready for pickup,2025-11-26 10:51:41,credit,USD,216,doralin.latour@emailsim.io,overnight,store,35901 Anniversary Parkway,Tulsa,NC,74116,13018 Fairview Avenue,Asheville,NC,28805,4,,35901 Anniversary Parkway,Tulsa,OK,74116,2025-11-26 10:51:41,u,3899.96,3899.96
217,42452457,2025-08-03 19:29:57,ready for pickup,2025-08-05 12:29:57,gift,USD,217,had.ygo@emailsim.io,expedited,home,3570 Pierce Street,Inglewood,CA,90305,3570 Pierce Street,Inglewood,CA,90305,1,,29 Milwaukee Place,Albany,NY,12227,2025-08-05 12:29:57,u,3299.96,3299.96
218,34298403,2025-10-24 21:42:12,delivered,2025-10-26 07:42:12,credit,USD,218,si.kosiada@emailsim.io,overnight,store,7 Tennyson Park,Houston,CT,77206,10410 North Street,Waterbury,CT,06721,5,,7 Tennyson Park,Houston,TX,77206,2025-10-26 07:42:12,u,2199.97,2199.97
219,94856834,2025-10-01 14:21:16,placed,2025-10-01 14:21:16,debit,USD,219,fara.hurdman@emailsim.io,standard,store,7 Tennyson Park,Houston,NV,77206,8468 Summit Avenue,Henderson,NV,89012,5,,7 Tennyson Park,Houston,TX,77206,2025-10-01 14:21:16,u,3999.96,3999.96
220,94856834,2025-08-05 16:20:15,picked up,2025-08-05 19:20:15,credit,USD,220,maren.sirr@emailsim.io,,,3725 Johnson Street,Kansas City,MO,64114,3725 Johnson Street,Kansas City,MO,64114,1,,29 Milwaukee Place,Albany,NY,12227,2025-08-05 19:20:15,u,11799.91,11799.91
221,99749631,2025-08-02 17:53:31,cancelled,2025-08-04 16:53:31,debit,USD,221,roana.matokhnin@emailsim.io,standard,home,3481 Willow Street,Springfield,IL,62711,3481 Willow Street,Springfield,IL,62711,2,,475 Center Place,Atlanta,GA,30301,2025-08-04 16:53:31,u,6799.93,6799.93
222,99749631,2025-07-22 00:08:03,shipped,2025-07-22 04:08:03,credit,USD,222,loutitia.cornish@emailsim.io,expedited,store,7 Tennyson Park,Houston,NY,77206,2502 Roosevelt Avenue,Brooklyn,NY,11254,5,,7 Tennyson Park,Houston,TX,77206,2025-07-22 04:08:03,u,9199.91,9199.91
223,99749631,2025-09-16 04:20:12,delivered,2025-09-16 23:20:12,credit,USD,223,clara.poll@emailsim.io,overnight,home,7183 Village Lane,Louisville,KY,40215,7183 Village Lane,Louisville,KY,40215,4,,35901 Anniversary Parkway,Tulsa,OK,74116,2025-09-16 23:20:12,u,8699.93,8699.93
224,99749631,2025-09-27 15:43:30,placed,2025-09-27 15:43:30,credit,USD,224,sarah.ocrigan@emailsim.io,standard,store,6 Twin Pines Circle,Arlington,IL,22234,8140 McKinley Avenue,Peoria,IL,61629,3,,6 Twin Pines Circle,Arlington,VA,22234,2025-09-27 15:43:30,u,6699.93,6699.93
225,99915811,2025-08-09 12:37:45,cancelled,2025-08-10 14:37:45,credit,USD,225,marybelle.delafoy@emailsim.io,expedited,home,4046 South Street,Vancouver,WA,98687,4046 South Street,Vancouver,WA,98687,4,,35901 Anniversary Parkway,Tulsa,OK,74116,2025-08-10 14:37:45,u,12199.92,12199.92
226,99915811,2025-07-10 21:24:59,shipped,2025-07-12 03:24:59,credit,USD,226,kaitlyn.bhatia@emailsim.io,overnight,store,475 Center Place,Atlanta,LA,30301,1576 Atlantic Avenue,Alexandria,LA,71307,2,,475 Center Place,Atlanta,GA,30301,2025-07-12 03:24:59,u,9399.93,9399.93
227,64795609,2025-10-21 18:14:34,picked up,2025-10-22 02:14:34,credit,USD,227,kakalina.stollberger@emailsim.io,,,10148 South Street,New Orleans,LA,70174,10148 South Street,New Orleans,LA,70174,4,,35901 Anniversary Parkway,Tulsa,OK,74116,2025-10-22 02:14:34,u,4199.96,4199.96
228,64795609,2025-09-28 03:30:58,ready for pickup,2025-09-29 16:30:58,credit,USD,228,herminia.scryne@emailsim.io,expedited,store,6 Twin Pines Circle,Arlington,FL,22234,8180 Prairie Avenue,Miami,FL,33147,3,,6 Twin Pines Circle,Arlington,VA,22234,2025-09-29 16:30:58,u,2499.97,2499.97
229,64795609,2025-11-02 06:24:30,delivered,2025-11-03 00:24:30,credit,USD,229,caroline.borris@emailsim.io,standard,store,29 Milwaukee Place,Albany,MI,12227,11107 Massachusetts Avenue,Lansing,MI,48919,1,,29 Milwaukee Place,Albany,NY,12227,2025-11-03 00:24:30,u,4599.97,4599.97
230,22476301,2025-12-11 23:58:00,placed,2025-12-11 23:58:00,credit,USD,230,tessi.gerretsen@emailsim.io,expedited,home,14418 Grant Street,San Francisco,CA,94110,14418 Grant Street,San Francisco,CA,94110,1,,29 Milwaukee Place,Albany,NY,12227,2025-12-11 23:58:00,u,4899.97,4899.97
231,22476301,2025-08-31 01:13:14,picked up,2025-09-01 15:13:14,credit,USD,231,danna.laybourne@emailsim.io,,,5839 Cedar Street,Seattle,WA,98109,5839 Cedar Street,Seattle,WA,98109,4,,35901 Anniversary Parkway,Tulsa,OK,74116,2025-09-01 15:13:14,u,4599.95,4599.95
232,96591367,2025-12-13 13:20:09,cancelled,2025-12-14 08:20:09,cash,USD,232,basilius.herety@emailsim.io,expedited,store,29 Milwaukee Place,Albany,CA,12227,14547 Eisenhower Drive,Los Angeles,CA,90040,1,,29 Milwaukee Place,Albany,NY,12227,2025-12-14 08:20:09,u,4799.94,4799.94
233,96591367,2025-09-10 03:19:28,shipped,2025-09-11 08:19:28,cash,USD,233,edouard.hargitt@emailsim.io,overnight,store,35901 Anniversary Parkway,Tulsa,TX,74116,6680 Mesa Drive,Houston,TX,77288,4,,35901 Anniversary Parkway,Tulsa,OK,74116,2025-09-11 08:19:28,u,8599.92,8599.92
234,96591367,2025-07-15 18:47:24,ready for pickup,2025-07-17 07:47:24,credit,USD,234,lorry.severn@emailsim.io,standard,home,1984 Water Street,Tacoma,WA,98481,1984 Water Street,Tacoma,WA,98481,2,,475 Center Place,Atlanta,GA,30301,2025-07-17 07:47:24,u,2699.97,2699.97
235,96591367,2025-12-09 21:52:52,shipped,2025-12-11 09:52:52,credit,USD,235,arny.cleworth@emailsim.io,standard,home,14244 Farm Road,Hagerstown,MD,21747,14244 Farm Road,Hagerstown,MD,21747,5,,7 Tennyson Park,Houston,TX,77206,2025-12-11 09:52:52,u,1399.98,1399.98
236,53237193,2025-06-24 16:34:52,placed,2025-06-24 16:34:52,credit,USD,236,jessie.mcleod@emailsim.io,expedited,store,7 Tennyson Park,Houston,MS,77206,226 Madison Avenue,Meridian,MS,39305,5,,7 Tennyson Park,Houston,TX,77206,2025-06-24 16:34:52,u,9199.92,9199.92
237,53237193,2025-07-07 18:59:31,ready for pickup,2025-07-07 20:59:31,credit,USD,237,briana.bohan@emailsim.io,overnight,home,1318 Ridge Road,White Plains,NY,10606,1318 Ridge Road,White Plains,NY,10606,3,,6 Twin Pines Circle,Arlington,VA,22234,2025-07-07 20:59:31,u,3999.95,3999.95
238,53237193,2025-10-30 15:13:13,delivered,2025-10-30 18:13:13,gift,USD,238,carey.weekly@emailsim.io,expedited,store,29 Milwaukee Place,Albany,CA,12227,10888 Maple Avenue,Alhambra,CA,91841,1,,29 Milwaukee Place,Albany,NY,12227,2025-10-30 18:13:13,u,5299.94,5299.94
239,80605941,2025-12-04 02:45:09,picked up,2025-12-05 14:45:09,credit,USD,239,clara.poll@emailsim.io,,,13761 High Street,Phoenix,AZ,85062,13761 High Street,Phoenix,AZ,85062,4,,35901 Anniversary Parkway,Tulsa,OK,74116,2025-12-05 14:45:09,u,15299.88,15299.88
240,80605941,2025-09-17 19:01:00,cancelled,2025-09-18 07:01:00,credit,USD,240,dov.tumulty@emailsim.io,standard,store,29 Milwaukee Place,Albany,FL,12227,7318 Highland Avenue,Panama City,FL,32405,1,,29 Milwaukee Place,Albany,NY,12227,2025-09-18 07:01:00,u,9399.9,9399.9
241,80605941,2025-08-14 22:26:40,picked up,2025-08-16 20:26:40,credit,USD,241,herminia.scryne@emailsim.io,,,4496 Terrace Avenue,Warren,OH,44485,4496 Terrace Avenue,Warren,OH,44485,3,,6 Twin Pines Circle,Arlington,VA,22234,2025-08-16 20:26:40,u,6899.91,6899.91
242,35360377,2025-07-23 02:13:05,ready for pickup,2025-07-23 19:13:05,cash,USD,242,had.ygo@emailsim.io,standard,store,29 Milwaukee Place,Albany,DC,12227,2593 Bridge Street,Washington,DC,20591,1,,29 Milwaukee Place,Albany,NY,12227,2025-07-23 19:13:05,u,5599.96,5599.96
243,35360377,2025-09-27 01:42:50,delivered,2025-09-27 08:42:50,credit,USD,243,ruperta.hender@emailsim.io,expedited,store,475 Center Place,Atlanta,NV,30301,8091 Forest Avenue,North Las Vegas,NV,89087,2,,475 Center Place,Atlanta,GA,30301,2025-09-27 08:42:50,u,6999.94,6999.94
244,77996530,2025-08-03 09:13:46,placed,2025-08-03 09:13:46,credit,USD,244,berny.chiverstone@emailsim.io,standard,home,3534 Pierce Street,Phoenix,AZ,85083,3534 Pierce Street,Phoenix,AZ,85083,5,,7 Tennyson Park,Houston,TX,77206,2025-08-03 09:13:46,u,4399.95,4399.95
245,77996530,2025-11-27 21:39:08,cancelled,2025-11-29 02:39:08,debit,USD,245,clim.borit@emailsim.io,expedited,store,35901 Anniversary Parkway,Tulsa,MI,74116,13243 Polk Street,Detroit,MI,48211,4,,35901 Anniversary Parkway,Tulsa,OK,74116,2025-11-29 02:39:08,u,10399.9,10399.9
246,74737868,2025-11-07 20:52:58,shipped,2025-11-09 05:52:58,debit,USD,246,geoffrey.garaghan@emailsim.io,overnight,home,11574 Vista Drive,Riverside,CA,92505,11574 Vista Drive,Riverside,CA,92505,1,,29 Milwaukee Place,Albany,NY,12227,2025-11-09 05:52:58,u,1799.98,1799.98
247,74737868,2025-12-15 18:48:13,cancelled,2025-12-16 19:48:13,credit,USD,247,trescha.eversley@emailsim.io,standard,home,14733 Polk Street,El Paso,TX,79923,14733 Polk Street,El Paso,TX,79923,4,,35901 Anniversary Parkway,Tulsa,OK,74116,2025-12-16 19:48:13,u,5899.94,5899.94
248,74737868,2025-09-14 07:24:06,shipped,2025-09-14 11:24:06,credit,USD,248,becca.pietruszewicz@emailsim.io,expedited,store,475 Center Place,Atlanta,AL,30301,7027 Lake Drive,Anniston,AL,36205,2,,475 Center Place,Atlanta,GA,30301,2025-09-14 11:24:06,u,5399.95,5399.95
249,84253791,2025-08-02 21:07:00,placed,2025-08-02 21:07:00,credit,USD,249,fara.hurdman@emailsim.io,overnight,home,3492 School Street,Monticello,MN,55590,3492 School Street,Monticello,MN,55590,2,,475 Center Place,Atlanta,GA,30301,2025-08-02 21:07:00,u,3999.96,3999.96
250,84253791,2025-08-15 19:41:26,ready for pickup,2025-08-16 05:41:26,credit,USD,250,stephenie.attenbrough@emailsim.io,overnight,store,7 Tennyson Park,Houston,CA,77206,4570 Desert Road,Glendale,CA,91210,5,,7 Tennyson Park,Houston,TX,77206,2025-08-16 05:41:26,u,799.99,799.99
251,84253791,2025-07-15 19:46:09,delivered,2025-07-17 14:46:09,credit,USD,251,geoffrey.garaghan@emailsim.io,standard,home,1987 Cedar Street,Brooklyn,NY,11220,1987 Cedar Street,Brooklyn,NY,11220,4,,35901 Anniversary Parkway,Tulsa,OK,74116,2025-07-17 14:46:09,u,13499.9,13499.9
252,53272032,2025-11-02 23:58:50,picked up,2025-11-04 07:58:50,credit,USD,252,caroline.borris@emailsim.io,,,11168 McKinley Avenue,Spokane,WA,99260,11168 McKinley Avenue,Spokane,WA,99260,2,,475 Center Place,Atlanta,GA,30301,2025-11-04 07:58:50,u,9099.91,9099.91
253,53272032,2025-07-20 11:43:34,placed,2025-07-20 11:43:34,credit,USD,253,corabella.bernardy@emailsim.io,standard,store,7 Tennyson Park,Houston,LA,77206,2376 Catherine Street,Shreveport,LA,71161,5,,7 Tennyson Park,Houston,TX,77206,2025-07-20 11:43:34,u,3999.95,3999.95
254,53272032,2025-09-22 10:44:26,ready for pickup,2025-09-24 06:44:26,credit,USD,254,marena.victor@emailsim.io,expedited,home,7706 Arthur Street,Albuquerque,NM,87140,7706 Arthur Street,Albuquerque,NM,87140,4,,35901 Anniversary Parkway,Tulsa,OK,74116,2025-09-24 06:44:26,u,14399.88,14399.88
255,53272032,2025-08-21 04:26:15,cancelled,2025-08-23 03:26:15,credit,USD,255,si.kosiada@emailsim.io,overnight,store,6 Twin Pines Circle,Arlington,HI,22234,5017 Central Street,Honolulu,HI,96850,3,,6 Twin Pines Circle,Arlington,VA,22234,2025-08-23 03:26:15,u,4799.96,4799.96
256,56520410,2025-07-26 15:44:21,delivered,2025-07-28 00:44:21,debit,USD,256,tania.harsant@emailsim.io,standard,home,2890 Mary Street,San Luis Obispo,CA,93407,2890 Mary Street,San Luis Obispo,CA,93407,1,,29 Milwaukee Place,Albany,NY,12227,2025-07-28 00:44:21,u,13399.89,13399.89
257,56520410,2025-07-25 15:50:23,picked up,2025-07-26 10:50:23,credit,USD,257,dov.tumulty@emailsim.io,,,2807 John Street,Lake Charles,LA,70616,2807 John Street,Lake Charles,LA,70616,2,,475 Center Place,Atlanta,GA,30301,2025-07-26 10:50:23,u,1799.98,1799.98
258,56520410,2025-12-14 01:19:01,shipped,2025-12-14 22:19:01,gift,USD,258,joey.leehane@emailsim.io,overnight,store,7 Tennyson Park,Houston,ID,77206,14589 Cedar Street,Boise,ID,83757,5,,7 Tennyson Park,Houston,TX,77206,2025-12-14 22:19:01,u,2999.96,2999.96
259,13098314,2025-11-02 13:12:54,shipped,2025-11-04 06:12:54,credit,USD,259,clara.poll@emailsim.io,expedited,home,11131 Henry Street,Norfolk,VA,23520,11131 Henry Street,Norfolk,VA,23520,2,,475 Center Place,Atlanta,GA,30301,2025-11-04 06:12:54,u,13199.89,13199.89
260,13098314,2025-09-07 15:41:20,placed,2025-09-07 15:41:20,credit,USD,260,sarah.ocrigan@emailsim.io,overnight,store,7 Tennyson Park,Houston,CO,77206,6473 Monroe Street,Aurora,CO,80044,5,,7 Tennyson Park,Houston,TX,77206,2025-09-07 15:41:20,u,7299.93,7299.93
261,13098314,2025-12-15 00:37:04,ready for pickup,2025-12-15 12:37:04,credit,USD,261,amil.kender@emailsim.io,standard,home,14670 Central Street,Austin,TX,78759,14670 Central Street,Austin,TX,78759,4,,35901 Anniversary Parkway,Tulsa,OK,74116,2025-12-15 12:37:04,u,2699.97,2699.97
262,13098314,2025-09-24 14:25:52,cancelled,2025-09-25 23:25:52,credit,USD,262,kirbee.size@emailsim.io,expedited,store,6 Twin Pines Circle,Arlington,NY,22234,7885 Clay Street,New York City,NY,10160,3,,6 Twin Pines Circle,Arlington,VA,22234,2025-09-25 23:25:52,u,5799.94,5799.94
